,id,title,specs,author,link
71,ILLU_11432_236_0,"
            Circus Sideshow (Parade de cirque)
          ","
            Oil on canvas | 99.7 x 149.9cm | 1887-88
          ","
      Georges Seurat
    ",https://www.metmuseum.org/art/collection/search/437654
72,ILLU_11447_106_0,"
            The Lac d'Annecy
          ","
            Oil on canvas | 65 x 81cm | 1896
          ","
      Paul Cézanne
    ",
73,ILLU_11456_347_0,"
            Mameluke defending wounded trumpete
          ","
            1818
          ","
      Theodore Gericault
    ",
74,ILLU_11456_351_0,"
            The Large Shepherdess
          ","
            Etching on paper | 32.1 x 23.8cm | 1862
          ","
      Jean-François Millet
    ",
75,ILLU_11461_272_0,"
            The Intrigue
          ","
            
          ","
      James Ensor
    ",
76,ILLU_11462_205_0,"
            Boy Leading a Horse
          ","
            Oil on canvas | 220.3 x 131.1cm | Paris, 1905-06
          ","
      Pablo Picasso
    ",
77,ILLU_11479_167_0,"
            The Skein Winder From Picardy
          ","
            1903
          ","
      Henri Matisse
    ",
78,ILLU_11511_169_0,"
            The Train Bridge in Argenteuil
          ","
            Oil on canvas | 60 x 99cm | 1873
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Le_pont_de_chemin_der_fer_%C3%A0_Argenteuil.jpg
79,ILLU_11513_213_0,"
            Four Bathers
          ","
            Oil on canvas | 35 x 39.5cm | 1880
          ","
      Paul Cézanne
    ",
80,ILLU_11514_247_0,"
            Woman washing in the bath
          ","
            Colored pencils, pastel, cardboard | 31.8 x 47.4cm | 1892
          ","
      Edgar Degas
    ",
81,ILLU_11515_251_0,"
            Bent Figure of a Woman Sien
          ","
            Pencil, sepia, paper | 1882
          ","
      Vincent van Gogh
    ",
82,ILLU_11519_67_1,"
            Hélène Fourment with her Son Frans
          ","
            Oil on panel | 146 x 102cm | 1635
          ","
      Peter Paul Rubens
    ",https://en.wikipedia.org/wiki/Helena_Fourment_with_Her_Son_Frans
83,ILLU_11530_233_0,"
            Sur la plage
          ","
            Huile sur toile | 950 x 730mm | 1873
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Edouard_Manet_-_On_the_Beach_-_Google_Art_Project.jpg?uselang=fr
84,ILLU_11536_440_0,"
            Les Baigneuses
          ","
            Huile sur toile | 1100 x 1600mm | 1918 - 1919
          ","
      Pierre-Auguste Renoir
    ",https://fr.wikipedia.org/wiki/Les_Baigneuses_(Renoir)
85,ILLU_11545_227_0,"
            The Hungry Lion Throws Itself on the Antelope
          ","
            Oil on canvas | 200 x 301cm | 1905
          ","
      Henri Rousseau
    ",https://en.wikipedia.org/wiki/The_Hungry_Lion_Throws_Itself_on_the_Antelope
86,ILLU_11547_62_0,"
            Three Ballet Dancers
          ","
            Oil on canvas | 1879
          ","
      Edgar Degas
    ",
87,ILLU_11551_319_0,"
            Chasse au tigre
          ","
            Huile sur toile | 73 x 92.5cm | 1854
          ","
      Eugène Delacroix
    ",https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Chasse_au_tigre_%281854%29.jpg?uselang=fr
88,ILLU_11552_349_0,"
            Girl Tatting
          ","
            Oil on canvas | 56.5 x 46.7cm | c. 1906
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_La_Frivolit%C3%A9.jpg
89,ILLU_11555_9_0,"
            Portrait de Jules Vallès (1832-1885), écrivain.
          ","
            Peinture à l'huile, Toile (matériau) | 36.5 x 31.4cm | 1861
          ","
      Gustave Courbet
    ",https://parismuseescollections.paris.fr/node/152482
90,ILLU_11558_102_0,"
            Femmes Au Canapé Ou Le Divan
          ","
            1921
          ","
      Henri Matisse
    ",
91,ILLU_11563_195_0,"
            Autoportrait
          ","
            Huile sur toile | 70 x 55cm | 1917
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet-Portrait_de_l%27artiste-1917.jpg?uselang=fr
92,ILLU_11575_456_0,"
            View of Saintes-Maries with Cemetery
          ","
            Ink on paper | 1888
          ","
      Vincent van Gogh
    ",
93,ILLU_11581_151_1,"
            Head of a Young Man
          ","
            Pencil on paper | 1885
          ","
      Vincent van Gogh
    ",
94,ILLU_11583_177_0,"
            The Trinquetaille Bridge
          ","
            Oil on canvas | 72.5 x 91.5cm | 1888
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_030.jpg
95,ILLU_11585_269_0,"
            The Luncheon
          ","
            1868
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:The_Luncheon_by_Claude_Monet_-_St%C3%A4del_-_Frankfurt_am_Main_-_Germany_2017.jpg
96,ILLU_11585_270_0,"
            Rue de la Bavole, Honfleur
          ","
            Huile sur toile | 559 x 610mm | 1864
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Rue_de_la_Bavole%2C_Honfleur_-_Google_Art_Project.jpg?uselang=fr
97,ILLU_11590_343_0,"
            Ville d'Avray the Pond and the Cabassud House
          ","
            Oil on canvas | 1840
          ","
      Jean-Baptiste Camille Corot
    ",
98,ILLU_11592_65_0,"
            The Aqueduct
          ","
            Oil on canvas | 91 x 72cm | 1900
          ","
      Paul Cézanne
    ",http://www.arts-museum.ru/
99,ILLU_11595_264_0,"
            Moroccan caid visiting his tribe
          ","
            Oil on canvas | 98 x 126cm | 1837
          ","
      Eugène Delacroix
    ",https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Ferdinand_Victor_Delacroix_028.jpg
100,ILLU_11745_4013_2,"
            The Spreading Pine Tree in the Brühl Valley near Mödling
          ","
            Oil on canvas | 66 x 112cm | 1838
          ","
      Ludwig Ferdinand Schnorr von Carolsfeld
    ",https://sammlung.belvedere.at/objects/1964/die-breite-fohre-nachst-der-bruhl-bei-modling
101,ILLU_11894_75_0,"
            Postman Joseph Roulin
          ","
            Oil on canvas | 81.3 x 65.4cm | 1888
          ","
      Vincent van Gogh
    ",
102,ILLU_11995_1613_1,"
            Chestnut Trees at Jas de Bouffan
          ","
            Oil on canvas | 28 x 35.5in | c. 1885-1886
          ","
      Paul Cézanne
    ",https://collections.artsmia.org/art/802
103,ILLU_11996_1612_0,"
            The Drawing Lesson
          ","
            Canvas
          ","
      Jacob Ochtervelt
    ",
104,ILLU_11996_1613_1,"
            Chestnut Trees at Jas de Bouffan
          ","
            Oil on canvas | 28 x 35.5in | c. 1885-1886
          ","
      Paul Cézanne
    ",https://collections.artsmia.org/art/802
105,ILLU_12004_30317_1,"
            Seashore with a Fisherman
          ","
            Oil on canvas | 33.5 x 51cm | c. 1807
          ","
      Caspar David Friedrich
    ",https://sammlung.belvedere.at/objects/2496/meeresstrand-mit-fischer
106,ILLU_12006_102_3,"
            Le Colisée, vu à travers les arcades de la basilique de Constantin, à Rome
          ","
            Huile sur papier collé sur toile | 0.23 x 0.35 x 0.36m | 1825
          ","
      Camille Corot
    ",https://donate.louvre.fr/particuliers/~mon-don
107,ILLU_12196_2404_1,"
            Nude
          ","
            1919
          ","
      Henri Matisse
    ",
108,ILLU_12208_3604_0,"
            The boy with cherries
          ","
            Oil on canvas | 1858
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Boy_with_Cherries_Edouard_Manet.jpg
109,ILLU_12226_3804_0,"
            Armor Chamber Fantasy
          ","
            1866
          ","
      Adolph Menzel
    ","https://commons.wikimedia.org/wiki/File:Adolf_Menzel_-_%22Armor_Chamber_Fantasy%22,_1866_-_Google_Art_Project.jpg"
110,ILLU_12252_181_0,"
            View of Constantinople
          ","
            1929
          ","
      Oskar Kokoschka
    ",
111,ILLU_12559_479_0,"
            A boy with a dog
          ","
            Oil on canvas | 92 x 72cm | 1861
          ","
      Édouard Manet
    ",
112,ILLU_12659_53_0,"
            Banks of the Seine at Médan
          ","
            Oil on canvas | 73 x 92.3cm | c. 1885/1890
          ","
      Paul Cézanne
    ",https://www.nga.gov/collection/art-object-page.52165.html
113,ILLU_12660_505_1,"
            The Battle of Love
          ","
            Oil on canvas | 38 x 46cm | c. 1880
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:The_Battle_of_Love_A17492.jpg
114,ILLU_12665_506_0,"
            Circus Sideshow (Parade de cirque)
          ","
            Oil on canvas | 99.7 x 149.9cm | 1887-88
          ","
      Georges Seurat
    ",https://www.metmuseum.org/art/collection/search/437654
115,ILLU_12668_31_0,"
            Madame Cézanne à la jupe rayée
          ","
            Huile sur toile | 72.5 x 56cm | 1877
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Madame_C%C3%A9zanne_dans_un_fauteuil_rouge%2C_par_Paul_C%C3%A9zanne.jpg?uselang=fr
116,ILLU_12723_5204_0,"
            Die Alten
          ","
            258 x 205cm | 1914
          ","
      Albin Egger-Lienz
    ",
117,ILLU_12768_286_0,"
            Notre Dame
          ","
            Oil on canvas | 12.9 x 16.1mm | 1909
          ","
      Henri Rousseau
    ",https://commons.wikimedia.org/wiki/File:Henri_Rousseau_-_Notre_Dame_-_Google_Art_Project.jpg
118,ILLU_12768_287_0,"
            Quai d'Ivry
          ","
            Canvas | 461 x 550mm | c. 1907
          ","
      Henri Rousseau
    ",https://commons.wikimedia.org/wiki/File:Henri_Rousseau_-_Quai_d'Ivry_-_Google_Art_Project.jpg
119,ILLU_12779_381_0,"
            At the Lapin Agile
          ","
            Oil on canvas | 99.1 x 100.3cm | 1905
          ","
      Pablo Picasso
    ",https://www.metmuseum.org/art/collection/search/486162
120,ILLU_12779_383_1,"
            The ironer
          ","
            Oil on canvas | 116.2 x 73cm | 1904
          ","
      Pablo Picasso
    ",
121,ILLU_13058_322_0,"
            The Three Fiancees
          ","
            
          ","
      Jan Toorop
    ",
122,ILLU_13074_288_0,"
            Baumlandschaft
          ","
            Oil on canvas | 80 x 100cm | c. 1910
          ","
      Waldemar Rösler
    ",https://sammlung.belvedere.at/objects/2764/baumlandschaft
123,ILLU_13074_293_0,"
            Portrait of Else Lampe Von Quita
          ","
            1911
          ","
      Théo Van Rysselberghe
    ",
124,ILLU_13077_370_0,"
            Self-Portrait
          ","
            1911
          ","
      Eugène Zak
    ",
125,ILLU_13287_17_0,"
            Negro Attacked by a Jaguar
          ","
            Oil on canvas | 162.5 x 116cm | 1910
          ","
      Henri Rousseau
    ",
126,ILLU_13292_310_0,"
            L'Arlésienne
          ","
            Oil on canvas | 54 x 65cm
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_L'_Arlesienne_(Madame_Ginoux)3.jpeg
127,ILLU_13292_315_0,"
            Sunflowers
          ","
            1888
          ","
      Vincent van Gogh
    ",
128,ILLU_13292_316_0,"
            View of Arles, Flowering Orchards
          ","
            Oil on canvas | 72 x 92cm | 1889
          ","
      Vincent van Gogh
    ","https://en.wikipedia.org/wiki/View_of_Arles,_Flowering_Orchards"
129,ILLU_13297_329_0,"
            Le Printemps
          ","
            Huile sur toile | 86 x 111cm | c. 1868
          ","
      Jean-François Millet
    ",https://commons.wikimedia.org/wiki/File:Jean-Fran%C3%A7ois_Millet_%28II%29_-_Spring_-_WGA15693.jpg
130,ILLU_13329_273_0,"
            Captain Edouard Bernier
          ","
            1871
          ","
      Auguste Renoir
    ",
131,ILLU_13332_336_0,"
            Cypresses
          ","
            Oil on canvas | 93.4 x 74cm | 1889
          ","
      Vincent van Gogh
    ",https://www.metmuseum.org/art/collection/search/437980
132,ILLU_13332_338_1,"
            Mountains at Saint-Rémy
          ","
            Oil on canvas | 71.8 x 90.8cm
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Berglandschaft_in_Saint-R%C3%A9my.jpeg
133,ILLU_13332_339_0,"
            The Card Players
          ","
            Oil on canvas | 65.4 x 81.9cm | 1890-92
          ","
      Paul Cézanne
    ",https://www.metmuseum.org/art/collection/search/435868
134,ILLU_13332_346_0,"
            Life
          ","
            Oil on canvas | 196.5 x 128.5cm | 1903
          ","
      Pablo Picasso
    ",
135,ILLU_13362_306_0,"
            The Path of forest
          ","
            Oil on canvas | 54 x 65cm | 1928
          ","
      André Derain
    ",
136,ILLU_13364_378_0,"
            Girl by a Window
          ","
            Oil on canvas | 46.7 x 55.6cm | 1921
          ","
      Henri Matisse
    ",https://www.metmuseum.org/art/collection/search/486428
137,ILLU_14257_293_3,"
            The Kiss
          ","
            Oil on canvas | 129 x 161.2cm | 1927
          ","
      Max Ernst
    ",
138,ILLU_14268_19_0,"
            The bedroom of the artist in the Ritterstraße
          ","
            56 x 46cm | 1847
          ","
      Adolph von Menzel
    ",https://commons.wikimedia.org/wiki/File:1847_Menzel_Schlafzimmer_Kuenstler_Ritterstra%C3%9Fe_anagoria.JPG
139,ILLU_14279_129_0,"
            Camille
          ","
            Oil on canvas | 231 x 151cm | 1866
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Camille.JPG
140,ILLU_14281_81_1,"
            The Kiss
          ","
            Oil on canvas | 129 x 161.2cm | 1927
          ","
      Max Ernst
    ",
141,ILLU_14289_276_2,"
            Landscape with Yellow Birds
          ","
            1923
          ","
      Paul Klee
    ",
142,ILLU_14377_349_0,"
            A Sunday on La Grande Jatte — 1884
          ","
            Oil on canvas | 207.5 x 308.1cm | 1884/86
          ","
      Georges Seurat
    ",
143,ILLU_14377_351_1,"
            Study for ""Un dimanche d'été à la Grande Jatte""
          ","
            Crayon on paper | 30 x 17cm | 1885
          ","
      Georges Seurat
    ",
144,ILLU_14405_29_0,"
            The Tower of Blue Horses
          ","
            Leinwand | 200 x 130cm | 1913
          ","
      Franz Marc
    ",https://en.wikipedia.org/wiki/The_Tower_of_Blue_Horses
145,ILLU_14458_221_0,"
            Frederick and his sister Wilhelmina
          ","
            Oil
          ","
      Antoine Pesne
    ",
146,ILLU_14924_1_0,"
            Bonaparte franchissant le Grand-Saint-Bernard
          ","
            Huile sur toile | 273 x 234cm | 1802
          ","
      Jacques-Louis David
    ",https://commons.wikimedia.org/wiki/File:Jacques_Louis_David_-_Bonaparte_franchissant_le_Grand_Saint-Bernard%2C_20_mai_1800_-_Google_Art_Project.jpg?uselang=fr
147,ILLU_14954_266_0,"
            Dog Lying in the snow
          ","
            1911
          ","
      Franz Marc
    ",https://commons.wikimedia.org/wiki/File:1911_Marc_Liegender_Hund_im_Schnee_anagoria.JPG
148,ILLU_14975_262_1,"
            The Monet Family in Their Garden at Argenteuil
          ","
            Oil on canvas | 61 x 99.7cm | 1874
          ","
      Edouard Manet
    ",https://www.metmuseum.org/art/collection/search/436965
149,ILLU_14976_363_0,"
            View of the Bay of Marseille with the Village of Saint-Henri
          ","
            Oil on canvas | 65.9 x 81.3cm | c. 1883
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_View_of_the_Bay_of_Marseille_with_the_Village_of_Saint-Henri.jpg
150,ILLU_14976_364_0,"
            Italian Woman, or Woman with Yellow Sleeve (L'Italienne)
          ","
            Oil on canvas | 73 x 59cm | c. 1870
          ","
      Jean-Baptiste-Camille Corot
    ",https://www.nationalgallery.org.uk/paintings/jean-baptiste-camille-corot-italian-woman
151,ILLU_14976_365_0,"
            Baigneuse aux cheveux longs
          ","
            Huile sur toile | 82 x 65cm | 1895 - 1896
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Baigneuse_aux_cheveux_longs_%281%29.jpg?uselang=fr
152,ILLU_14976_366_1,"
            Laundry Girls Ironing
          ","
            Oil on canvas | 1884
          ","
      Edgar Degas
    ",
153,ILLU_14976_368_2,"
            The Resurrection
          ","
            Egg tempera on wood | 41.5 x 58.1cm | possibly 1325-8
          ","
      Ugolino di Nerio
    ",https://www.nationalgallery.org.uk/paintings/ugolino-di-nerio-the-resurrection
154,ILLU_14977_293_1,"
            Luncheon in the Studio
          ","
            Oil on canvas | 118 x 153.9cm | 1868
          ","
      Édouard Manet
    ",https://en.wikipedia.org/wiki/Luncheon_in_the_Studio
155,ILLU_14977_294_0,"
            Don Quijote and Sancho Panza
          ","
            Oil on canvas | 51 x 32cm | c. 1868
          ","
      Honoré Daumier
    ",https://commons.wikimedia.org/wiki/File:Don_Quichotte_Honor%C3%A9_Daumier.jpg
156,ILLU_14978_333_0,"
            Portrait of Dr. Gachet
          ","
            Oil on canvas | 67 x 56cm
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_Doktor_Gachet.jpeg
157,ILLU_14981_386_0,"
            March Sun, Pontoise
          ","
            Oil on canvas | 55.3 x 92.8cm | 1875
          ","
      Camille Pissarro
    ",
158,ILLU_15316_484_0,"
            The Plowman
          ","
            Woodcut on paper | 65 x 48cm | 1525
          ","
      Hans Holbein le Jeune
    ",
159,ILLU_15357_135_0,"
            Self-Portrait
          ","
            Pen | 1521
          ","
      Albrecht Dürer
    ",
160,ILLU_15678_27_0,"
            Jabach Altarpiece
          ","
            Oil on panel | 94 x 51cm | c. 1504
          ","
      Albrecht Dürer
    ",https://en.wikipedia.org/wiki/Jabach_Altarpiece
161,ILLU_15678_28_0,"
            Portrait of Bernhart von Reesen
          ","
            Oil on oak panel | 45.4 x 31.5cm | 1521
          ","
      Albrecht Dürer
    ",https://en.wikipedia.org/wiki/Portrait_of_Bernhart_von_Reesen
162,ILLU_15678_32_1,"
            Vénus debout dans un paysage
          ","
            0.38 x 0.25m
          ","
      Lucas Cranach dit l'Ancien
    ",https://donate.louvre.fr/particuliers/~mon-don
163,ILLU_15682_108_1,"
            Autoportrait
          ","
            Huile sur toile | 40 x 30cm | 1869
          ","
      Paul Guigou
    ",https://commons.wikimedia.org/wiki/File:Mus%C3%A9e_Calvet_Guigou_Paul_autoportrait_1869.jpg?uselang=fr
164,ILLU_16290_45_1,"
            A young ladys adventure
          ","
            Watercolor | 43.8cm | 1921
          ","
      Paul Klee
    ",
165,ILLU_16297_129_2,"
            Hiver à Schwabing
          ","
            Huile sur toile | 23.7 x 32.9cm | 1902
          ","
      Wassily Kandinsky
    ",https://commons.wikimedia.org/wiki/File:Kandinsky_-_Winter_in_Schwabing%2C_1902.jpg?uselang=fr
166,ILLU_16297_132_1,"
            Rapallo, mer orageuse
          ","
            Huile sur toile | 23 x 33cm | 1906
          ","
      Wassily Kandinsky
    ",https://commons.wikimedia.org/wiki/File:Kandinsky_-_Rapallo%2C_st%C3%BCrmische_See%2C_1906.jpg?uselang=fr
167,ILLU_16299_337_2,"
            Diver&nbsp;on a yellow background
          ","
            
          ","
      Fernand Léger
    ",
0,ILLU_10256_405_1,"
            Christ Carrying the Cross
          ","
            Oil on canvas | 70 x 100cm | c. 1506
          ","
      Titian
    ",https://en.wikipedia.org/wiki/Christ_Carrying_the_Cross_(Titian)
1,ILLU_10332_86_0,"
            Corot's Studio: Woman Seated Before an Easel, a Mandolin in her Hand
          ","
            Oil on wood | 61.8 x 40cm | c. 1868
          ","
      Jean-Baptiste-Camille Corot
    ",https://www.nga.gov/collection/art-object-page.1148.html
2,ILLU_10332_92_0,"
            Mademoiselle V. . . in the Costume of an Espada
          ","
            Oil on canvas | 165.1 x 127.6cm | 1862
          ","
      Edouard Manet
    ",https://www.metmuseum.org/art/collection/search/436945
3,ILLU_10332_94_0,"
            Jeanne (Spring)
          ","
            Oil on canvas | 74 x 51.5cm | 1881
          ","
      Édouard Manet
    ",https://www.getty.edu/art/collection/objects/268843/edouard-manet-jeanne-spring-french-1881/
4,ILLU_10351_396_0,"
            Portrait of Dr. Gachet
          ","
            Oil on canvas | 67 x 56cm
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bildnis_Doktor_Gachet.jpeg
5,ILLU_10357_482_0,"
            Le Vagabond (Bosch)
          ","
            Huile sur panneau | 71 x 70.6cm | circa
          ","
      Jérôme Bosch
    ",https://fr.wikipedia.org/wiki/Le_Vagabond_%28Bosch%29
6,ILLU_10358_94_1,"
            L'accordéon
          ","
            Oil on canvas | 134.2 x 92.7 x 4cm | 1926
          ","
      Fernand Léger
    ",https://vanabbemuseum.nl/en/collection/details/collection/?lookup%5B1673%5D%5Bfilter%5D%5B0%5D=id%3AC552
7,ILLU_10367_63_0,"
            The Musician s Table
          ","
            Oil on canvas | 15.24cm | 1926
          ","
      Juan Gris
    ",
8,ILLU_10397_164_0,"
            Bridge Across the Marne at Créteil (Banks of the Marne)
          ","
            Oil on canvas | 71 x 90cm | 1895
          ","
      Paul Cézanne
    ",http://www.arts-museum.ru/
9,ILLU_10445_429_0,"
            La Route de Sin-le-Noble, près de Douai
          ","
            0.6 x 0.81m | 1873
          ","
      Jean-Baptiste Camille Corot
    ",https://donate.louvre.fr/particuliers/~mon-don
10,ILLU_10456_82_0,"
            La rencontre
          ","
            Huile sur toile | 132.4 x 151cm | 1854
          ","
      Gustave Courbet
    ",https://en.wikipedia.org/wiki/La_rencontre
11,ILLU_10459_283_0,"
            The Duck Pond
          ","
            Oil on canvas | 50.4 x 60.9cm | 1873
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_027.jpg
12,ILLU_10459_284_0,"
            Le Déjeuner des Canotiers
          ","
            Huile sur toile | 1302 x 1756cm | c. 1880
          ","
      Pierre-Auguste Renoir
    ",https://en.wikipedia.org/wiki/Luncheon_of_the_Boating_Party
13,ILLU_10464_161_0,"
            Portrait of a mother
          ","
            Oil on canvas | 41 x 33cm | 1894
          ","
      Paul Gauguin
    ",
14,ILLU_10466_475_0,"
            Gardanne (Horizontal View) (Gardanne [vue horizontale])
          ","
            Oil on canvas | 64.8 x 100.3cm | 1885-1886
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Paul_Cezanne_Gardanne.jpg
15,ILLU_10467_500_0,"
            The Attentive Nurse
          ","
            Oil on canvas | 46.2 x 37cm | 1747
          ","
      Jean Siméon Chardin
    ",https://www.nga.gov/collection/art-object-page.41649.html
16,ILLU_10471_491_0,"
            Self-Portrait
          ","
            Pastel on paper | 30 x 38cm
          ","
      Quentin de La Tour
    ",
17,ILLU_10480_275_0,"
            Street Corner Seen from Above
          ","
            Lithograph | 53 x 40.7cm | 1899
          ","
      Pierre Bonnard
    ",https://clevelandart.org/art/1948.156.13
18,ILLU_10480_276_0,"
            Street Scene from Above
          ","
            Lithograph | 53.1 x 41cm | 1899
          ","
      Pierre Bonnard
    ",https://clevelandart.org/art/1948.156.5
19,ILLU_10486_583_0,"
            Wheat Field with Sheaves and Arles in the Background
          ","
            Ink on paper | 31.5 x 24cm | 1888
          ","
      Vincent van Gogh
    ",
20,ILLU_10487_102_0,"
            Four Breton Women
          ","
            Oil on canvas | 71.8 x 91.4cm | 1886
          ","
      Paul Gauguin
    ",https://commons.wikimedia.org/wiki/File:Paul_Gauguin_036.jpg
21,ILLU_10488_228_0,"
            The Yellow House
          ","
            Oil on canvas | 72 x 91.5cm
          ","
      Vincent van Gogh
    ",https://en.wikipedia.org/wiki/The_Yellow_House
22,ILLU_10488_231_0,"
            Self-portrait without beard
          ","
            Oil on canvas | 40 x 31cm
          ","
      Vincent van Gogh
    ",https://en.wikipedia.org/wiki/Self-portrait_without_beard
23,ILLU_10649_241_0,"
            On the Cliff at Pourville Clear Weather
          ","
            1882
          ","
      Claude Monet
    ","https://commons.wikimedia.org/wiki/File:Claude_Monet_-_On_the_Cliff_at_Pourville,_Clear_Weather,_1882.jpg"
24,ILLU_10655_624_0,"
            The Hunted Deer, Spring
          ","
            111 x 85cm | 1867
          ","
      Gustave Courbet
    ",
25,ILLU_10664_348_0,"
            The Garden at Fontenay
          ","
            Oil on canvas | 62 x 51cm | 1874
          ","
      Auguste Renoir
    ",
26,ILLU_10670_175_0,"
            Springtime
          ","
            1873
          ","
      Claude Monet
    ",
27,ILLU_10672_145_0,"
            Jeanne (Spring)
          ","
            Oil on canvas | 74 x 51.5cm | 1881
          ","
      Édouard Manet
    ",https://www.getty.edu/art/collection/objects/268843/edouard-manet-jeanne-spring-french-1881/
28,ILLU_10672_150_0,"
            Quai du Louvre
          ","
            c. 1867
          ","
      Claude Monet
    ","https://commons.wikimedia.org/wiki/File:Quai_du_Louvre_1867,_by_Claude_Monet.jpg"
29,ILLU_10708_137_0,"
            Faust meeting Marguerite
          ","
            Lithography | 1828
          ","
      Eugène Delacroix
    ",
30,ILLU_10709_86_0,"
            The swineherd
          ","
            Oil on canvas | 1889
          ","
      Paul Gauguin
    ",
31,ILLU_10719_130_1,"
            The Weir at the Mill
          ","
            Oil on canvas | 64.5 x 54cm | 1866
          ","
      Gustave Courbet
    ",https://commons.wikimedia.org/wiki/File:Gustave_Courbet_-_L%27%C3%A9cluse_de_la_Loue_-_Google_Art_Project.jpg
32,ILLU_10725_390_0,"
            Claude Monet painting in his studio
          ","
            Oil on canvas | 80 x 98cm | 1874
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Monet_Painting_on_His_Studio_Boat_Edouard_Manet_1874.jpg
33,ILLU_10725_394_0,"
            Portrait of Mademoiselle Isabelle Lemonnier
          ","
            Oil on canvas | 101 x 801cm | 1879
          ","
      Édouard Manet
    ",
34,ILLU_10737_7_0,"
            The Trumpeter of the Orleans Hussars
          ","
            Oil on canvas | 48 x 38.3cm | 1813/1814
          ","
      Théodore Géricault
    ",https://sammlung.belvedere.at/objects/8318/der-trompeter-der-orleanshusaren
35,ILLU_10737_7_1,"
            Portrait d’Eugénie-Paméla Larivière (1804-1824), sœur de l’artiste
          ","
            Vers 1820
          ","
      Louis-Eugène Lariviere
    ",https://donate.louvre.fr/particuliers/~mon-don
36,ILLU_10791_541_0,"
            La Charrette
          ","
            Huile sur toile | 0.56 x 0.72m | 1641
          ","
      Le Nain
    ",https://donate.louvre.fr/particuliers/~mon-don
37,ILLU_10888_642_3,"
            Red Spot II
          ","
            1921
          ","
      Wassily Kandinsky
    ","https://commons.wikimedia.org/wiki/File:Vassily_Kandinsky,_1921_-_Red_spot_II.jpg"
38,ILLU_10933_92_0,"
            The Tragedy
          ","
            Oil on wood | 105.3 x 69cm | 1903
          ","
      Pablo Picasso
    ",https://www.nga.gov/collection/art-object-page.46671.html
39,ILLU_10947_529_0,"
            The Promenade
          ","
            Oil on canvas | 97 x 130cm | 1901
          ","
      Théo Van Rysselberghe
    ",
40,ILLU_10948_170_0,"
            Young Moses
          ","
            Oil on canvas | 134.6 x 185.4cm
          ","
      Gustave Moreau
    ",
41,ILLU_10948_177_0,"
            Salome Dancing before Herod
          ","
            Oil on canvas | 103.5 x 144cm | 1876
          ","
      Gustave Moreau
    ",
42,ILLU_10955_43_0,"
            Le Déjeuner des Canotiers
          ","
            Huile sur toile | 1302 x 1756cm | c. 1880
          ","
      Pierre-Auguste Renoir
    ",https://en.wikipedia.org/wiki/Luncheon_of_the_Boating_Party
43,ILLU_10964_372_1,"
            Le Pont-au-change
          ","
            1854
          ","
      Charles Meryon
    ",
44,ILLU_10966_143_0,"
            Smoker
          ","
            Oil on canvas | 1892
          ","
      Paul Cézanne
    ",
45,ILLU_11224_164_0,"
            Marissal, Path to the Front of the Church
          ","
            Oil on panel | 1866
          ","
      Jean-Baptiste Camille Corot
    ",
46,ILLU_11224_165_0,"
            Mademoiselle de Foudras
          ","
            Oil on canvas | 890 x 597mm | 1872
          ","
      Jean Baptiste Camille Corot
    ",http://collections.glasgowmuseums.com/mwebcgi/mweb?request=record;id=166812;type=101
47,ILLU_11245_676_0,"
            A Farm in Brittany
          ","
            Oil on canvas | 72.4 x 90.5cm | c. 1894
          ","
      Paul Gauguin
    ",https://www.metmuseum.org/art/collection/search/436448
